Expression,Mean_C,SD_C,N_Rate,N_Unknown
pedal power,2.7,1.4944341180973264,10,2
pedal pushers,2.727272727272727,1.555050423035156,11,4
pedal steel,4.3,0.8232726023485646,10,6
pedal stool,4.2,1.3165611772087666,10,1
pedal to the metal,2.2,1.1352924243950935,10,0
pedal tractor,4.2,1.2292725943057183,10,1
pedate leaf,NA,NA,6,8
pedestal table,4.411764705882353,1.0641207361838554,17,4
pedestrial crossing,4.583333333333333,0.6685579234215214,12,0
pedestrian bridge,4.9,0.31622776601683794,10,0
pedestrian crossing,4.1,1.3703203194062976,10,0
pedestrian crossing sign,4.9,0.31622776601683794,10,0
pedestrian crosswalk,4.5,0.674199862463242,12,0
pedestrian mall,4.181818181818182,1.0787197799411874,11,0
pedestrian overpass,4.363636363636363,0.9244162777371754,11,0
pedestrian precinct,3.8181818181818183,1.0787197799411874,11,5
pedestrian traffic,4.2727272727272725,1.2720777563426766,11,0
pedestrian underpass,4.333333333333333,1.3706888336846839,12,1
pedestrian walkway,4.8,0.4216370213557839,10,0
pee down,NA,NA,6,8
pee off,2.2,1.398411797560202,10,4
pee one's pants,4.2,1.0327955589886444,10,0
peed off,2.3636363636363638,1.433368568981982,11,1
peek around,3.1,1.5238839267549948,10,0
peek out,3.5,1.0801234497346435,10,0
peel away,3.9,1.286683937707919,10,0
peel away from,2.2,1.6193277068654826,10,0
peel me a grape,3.4,1.505545305418162,10,2
peel off,2.909090909090909,1.2210278829367867,11,0
peel off from,2.6363636363636362,1.5015143870590966,11,0
peel out,2.1,0.7378647873726218,10,0
peel tower,NA,NA,3,9
peeling mask,3.7,1.636391694484477,10,0
peep hole,4.8,0.4216370213557839,10,0
peep peep,2.5,1.1785113019775793,10,4
peep pixels,NA,NA,1,8
peep show,3.4545454545454546,1.3684762594679065,11,2
peep sight,2.9,1.5238839267549948,10,1
peep toe pumps,3.9,1.7919573407620817,10,5
peeping tom,3.4,1.3498971154211057,10,3
peer group,2.8,1.3165611772087666,10,1
peer group pressure,2.9,1.286683937707919,10,0
peer mentoring,3.5454545454545454,1.2135597524338357,11,0
peer of the realm,2.4,1.2649110640673518,10,3
peer pressure,2.090909090909091,1.3751033019046572,11,0
peer review,3.4,1.429840705968481,10,0
peer reviewed,3.1,1.5238839267549948,10,1
peg away,2.5,1.2692955176439846,10,4
peg away at,2.1,0.7378647873726218,10,0
peg back,2.3636363636363638,1.689540012709215,11,6
peg down,2.3,1.3374935098492586,10,2
peg it,2.5454545454545454,1.2933395813657265,11,1
peg leg,3.5,1.6499158227686108,10,0
peg out,2.2,1.3165611772087666,10,5
peg top,NA,NA,7,11
pegboard hook,5,0,10,1
peine forte et dure,NA,NA,3,16
pelargonic acid,3.272727272727273,1.7372915179041823,11,6
pelican crossing,4.4,0.8432740427115678,10,1
pell-mell,NA,NA,4,8
pellet gun,4.9,0.31622776601683794,10,0
pellet rifle,4.8,0.4216370213557839,10,0
pelt along,2.2,1.5491933384829668,10,3
pelt down,2.909090909090909,1.300349603340998,11,3
pelt of the dog,2.8,1.5491933384829668,10,0
pelvic bone,4.583333333333333,0.90033663737852,12,0
pelvic cavity,4.181818181818182,1.1677484162422844,11,2
pelvic fin,3.7,1.3374935098492586,10,6
pelvic floor,3.7,1.5670212364724212,10,0
pelvic lines,4.2,0.7888106377466155,10,2
pelvic thrust,3,1.7888543819998317,11,0
pen and ink,4.818181818181818,0.40451991747794525,11,0
pen cap,5,0,12,0
pen computer,4.454545454545454,1.0357254813546264,11,3
pen drive,4.6,0.9660917830792959,10,6
pen friend,2.8,1.2292725943057183,10,0
pen in,3.8,0.7888106377466155,10,2
pen is mightier than sword,1.2727272727272727,0.6466697906828632,11,0
pen lid,3.8,1.398411797560202,10,0
pen name,3,1.3333333333333333,10,0
pen nib,4,1,11,0
pen pal,3.6,1.0749676997731399,10,0
pen pusher,2.8,1.398411797560202,10,4
pen up,3,1.4142135623730951,10,6
penal code,4.1,1.1972189997378648,10,2
penal colony,3.5454545454545454,1.2135597524338357,11,2
penal facility,3.6,0.9660917830792959,10,1
penal institution,3.909090909090909,1.1361818036340359,11,1
penal servitude,2.8,1.3165611772087666,10,4
penal settlement,4.363636363636363,1.026910636104941,11,1
penalty area,3.9,1.449137674618944,10,0
penalty box,3.4,1.3498971154211057,10,1
penalty copy,NA,NA,6,8
penalty kick,3.5,1.35400640077266,10,0
penalty kill,NA,NA,5,8
penalty point,3,1.247219128924647,10,1
penalty rates,3.1818181818181817,1.662418829187267,11,1
penalty shoot-out,3.9,1.449137674618944,10,0
penalty shootout,2.9,1.3703203194062976,10,0
penalty shot,3.909090909090909,0.9438798074485389,11,1
penalty spot,3.1,1.1972189997378648,10,0
penalty waiver,3.3,1.70293863659264,10,0
pencil box,4.2727272727272725,0.6466697906828632,11,0
pencil case,4.5,0.8498365855987975,10,0
pencil eraser,4.8,0.4216370213557839,10,0
pencil in,2.4,0.9660917830792959,10,1
pencil lead,4,1.1547005383792515,10,1
pencil moustache,4.181818181818182,1.0787197799411874,11,1
pencil pleat,3,1.4142135623730951,10,4
pencil pouch,4.8,0.4216370213557839,10,3
pencil pusher,2.4,1.505545305418162,10,0
pencil sharpener,4.5,0.8498365855987975,10,0
pencil skirt,4.545454545454546,0.8201995322647244,11,3
pencil whip,3.4,1.3498971154211057,10,6
pencil-neck,2.8,1.3165611772087666,10,2
pencil-necked,3.1,1.8529256146249728,10,4
pendant light,4.1,0.7378647873726218,10,3
pendente lite,NA,NA,1,8
pendulum clock,4.4,1.2649110640673518,10,0
penetrating injury,3.7,1.3374935098492586,10,0
penguin suit,3.923076923076923,1.4411533842457842,13,2
penicillic acid,4.470588235294118,0.8744746321952062,17,4
peninsular spanish,3.3,1.3374935098492586,10,2
penis envy,1.8181818181818181,0.9816498172140428,11,1
pennies from heaven,1.9,1.449137674618944,10,1
penny ante,2.3,1.5670212364724212,10,3
penny ante poker,3.4545454545454546,1.2933395813657265,11,13
penny arcade,4,1.1547005383792515,10,0
penny bank,3.7,1.3374935098492586,10,0
penny black,NA,NA,7,8
penny candy,4.25,1.1254628677422756,16,3
penny dreadful,1.7692307692307692,1.2351684199496948,13,11
penny farthing,NA,NA,7,8
penny for one's thoughts,2.2,1.7511900715418263,10,0
penny for your thoughts,1.8,1.2292725943057183,10,0
penny in the fusebox,2.4,1.429840705968481,10,4
penny loafer,4,1.247219128924647,10,1
penny loafers,4.1,1.286683937707919,10,1
penny pincher,2.6,1.577621275493231,10,0
penny pinching,2,1.0954451150103321,11,0
penny saved is a penny earned,2.5,1.6499158227686108,10,0
penny shares,4.3,0.6749485577105528,10,1
penny stock,2.7,1.636391694484477,10,4
penny whistle,3.3,1.8287822299126937,10,3
penny wise and pound foolish,1.9,1.449137674618944,10,5
penny-wise and pound-foolish,1.4545454545454546,1.0357254813546264,11,0
pension account,4,1.1547005383792515,10,1
pension book,4,1.0540925533894598,10,5
pension fund,3.727272727272727,1.348399724926484,11,0
pension off,1.3,0.48304589153964794,10,2
pension plan,3.625,1.408308678285174,16,0
pension scheme,3,1.4907119849998598,10,0
pent roof,3.8181818181818183,1.5374122295716148,11,2
pent up,1.6,1.0749676997731399,10,0
pent-up,2.0588235294117645,1.2976222599091636,17,3
pentadecatoic acid,3.7,1.4181364924121764,10,2
pentadienoic acid,4.8,0.4216370213557839,10,3
penthouse suite,4.4,1.2649110640673518,10,0
pentosan polysulfate,4.2,0.9189365834726815,10,3
people carrier,2.9,1.5238839267549948,10,0
people in power,2.4166666666666665,1.378954368902449,12,0
people mover,3.2,1.2292725943057183,10,2
people party,2.8181818181818183,0.9816498172140428,11,1
people person,2.9,1.449137674618944,10,0
people pleaser,2.4,1.1737877907772674,10,0
people skills,2,1.1547005383792515,10,0
people smuggling,3.3,1.1595018087284057,10,0
people trafficking,3.6363636363636362,0.9244162777371754,11,1
people who live in glass houses shouldn't throw stones,2.5,1.7159383568311668,10,0
pep pill,NA,NA,9,8
pep rally,3.625,1.2583057392117916,16,1
pep talk,3,1.632993161855452,10,0
pep up,2.1,0.7378647873726218,10,3
pepper box,3.9,1.3703203194062976,10,3
pepper bush,4.1,1.286683937707919,10,2
pepper grinder,4.636363636363637,0.8090398349558905,11,0
pepper mill,4.6,0.9660917830792959,10,1
pepper pot,4.4,0.8432740427115678,10,3
pepper sauce,4.7,0.6749485577105528,10,0
pepper shaker,4.8,0.6324555320336759,10,0
pepper spray,4.2,1.3165611772087666,10,0
pepper steak,4.4,1.3498971154211057,10,0
pepper tree,4,1.1547005383792515,10,0
pepper with,3,1.8257418583505538,10,1
peppercorn rent,2.5384615384615383,1.3301243435223524,13,11
peppered steak,4.6,0.699205898780101,10,1
peppermint gum,4.8,0.4216370213557839,10,0
peppermint oil,4.7,0.9486832980505138,10,0
pepperoni pizza,4.8,0.6324555320336759,10,0
pepsi cola,4.5,0.97182531580755,10,0
peptic ulcer,4,1.2649110640673518,11,3
peptic ulceration,4.076923076923077,1.0377490433255416,13,5
peptide bond,3.466666666666667,1.5522640914238175,15,6
per annum,3.0625,1.3889444433333777,16,8
per calendar month,3.3,1.8287822299126937,10,0
per capita,2.4,1.3498971154211057,10,1
per cent,3.3,1.5670212364724212,10,1
per contra,NA,NA,9,8
per curiam,NA,NA,4,8
per diem,2.3636363636363638,1.433368568981982,11,12
per mensem,NA,NA,8,8
per nocte,NA,NA,5,8
per orum,NA,NA,4,8
per pro,3.2,1.3165611772087666,10,6
per se,1.8,1.3165611772087666,10,1
per stirpes,NA,NA,9,8
per year,1.7,1.3374935098492586,10,0
percent sign,4.3,1.0593499054713802,10,2
percentage point,2.9,1.449137674618944,10,0
percentage rate,2.9,1.728840330651992,10,0
percentage sign,5,0,10,0
perceptual experience,2.6,1.429840705968481,10,1
perch on,2.8181818181818183,1.0787197799411874,11,2
perching bird,3.5454545454545454,1.2135597524338357,11,0
percussion cap,4.8,0.4216370213557839,10,5
percussion instrument,4,1.699673171197595,10,0
percussion section,4.363636363636363,1.026910636104941,11,1
percussive instrument,4.1,1.1972189997378648,10,1
peregrine falcon,4.363636363636363,1.026910636104941,11,0
peremptory challenge,2.090909090909091,1.3751033019046572,11,1
perennial philosophy,1.5,0.7071067811865476,10,1
perfect game,2.272727272727273,0.9045340337332909,11,0
perfect in every way,1.9,1.1005049346146119,10,1
perfect interval,2.25,1.570562531918633,16,4
perfect octave,3,1.247219128924647,10,2
perfect participle,2.1,1.449137674618944,10,2
perfect pitch,2.3846153846153846,0.869718492622904,13,1
perfect storm,2.090909090909091,1.3751033019046572,11,0
perfect stranger,2,0.7745966692414834,11,0
perfect tense,2.4,1.505545305418162,10,4
perfective tense,2.3,1.5670212364724212,10,2
perfluorooctanesulfonic acid,4.6,0.9660917830792959,10,7
perfluorooctanoic acid,4.3,1.0593499054713802,10,7
perforating vein,3.4,1.2649110640673518,10,2
perform action,3.4,1.3498971154211057,10,0
perform inquires,3.3,1.766981104093143,10,0
perform investigation,3.3636363636363638,1.026910636104941,11,0
perform operation,3.3636363636363638,1.1200649331826502,11,0
perform stunt,2.9,1.3703203194062976,10,0
performance anxiety,2.3333333333333335,1.3026778945578592,12,0
performance appraisal,3.1666666666666665,1.3394467690277294,18,0
performance art,3.6,1.6465452046971292,10,1
performance artist,3.727272727272727,1.348399724926484,11,0
performance indicator,2.9,1.286683937707919,10,0
performance review,3.3,1.5670212364724212,10,0
performance-related pay,2.6363636363636362,1.747725795010606,11,0
performing artist,4.333333333333333,0.6513389472789296,12,0
performing arts,3.230769230769231,1.3008872711759818,13,0
perfume bottle,4.363636363636363,1.2060453783110545,11,0
pericardial fluid,4,1,11,6
period of play,2.9,0.9944289260117533,10,1
period of time,2.1,1.449137674618944,10,0
period pain,3.823529411764706,1.5506165756581742,17,0
period piece,2.3,1.0593499054713802,10,2
periodic breathing,3,1.632993161855452,10,2
periodic edema,3,1.1766968108291043,14,12
periodic event,2.5,1.0801234497346435,10,0
periodic movement,2.6,1.1737877907772674,10,1
periodic table,4.2,1.0327955589886444,10,0
periodontal disease,4.090909090909091,1.300349603340998,11,1
peripheral device,3.9,1.286683937707919,10,6
peripheral vision,3.7,1.1595018087284057,10,1
periphrastic conjugation,NA,NA,4,13
perish the thought,1.7272727272727273,1.1908743922772957,11,0
perk up,2.923076923076923,1.5525000516123695,13,0
perked up,1.9,0.5676462121975467,10,0
permanent dirt,4,1.1832159566199232,11,4
permanent magnet,4.5,0.8498365855987975,10,2
permanent marker,4.7,0.6749485577105528,10,1
permanent press,3.1,1.286683937707919,10,2
permanent resident,3.4545454545454546,1.2933395813657265,11,0
permanent resident card,4,1.4142135623730951,10,1
permanent secretary,2.7,1.0593499054713802,10,0
permanent tooth,4.818181818181818,0.40451991747794525,11,1
permanent undersecretary,3.8,1.2292725943057183,10,5
permanent wave,2.7,1.3374935098492586,10,1
permissive society,1.6,0.699205898780101,10,1
permissive waste,3.1,0.8755950357709131,10,2
permit of,2.2,1.0327955589886444,10,0
pernicious anemia,3.6,1.0749676997731399,10,2
peroneal vein,4.5,0.97182531580755,10,3
peroxide blond,3.7,1.3374935098492586,10,0
peroxide blonde,4.1,1.286683937707919,10,0
perp walk,3.4545454545454546,1.2135597524338357,11,2
perpendicular style,2.9,1.728840330651992,10,1
perpetual motion,3.2,1.2292725943057183,10,1
perpetual warrant,3.5,1.4337208778404378,10,5
perpetuum mobile,3.3636363636363638,1.3618169680781094,11,5
persecution complex,2.2,1.398411797560202,10,1
Persian carpet,4.5,0.8498365855987975,10,1
Persian cat,4.7,0.9486832980505138,10,0
Persian Gulf,4.7,0.9486832980505138,10,1
persian lamb,3.9,1.1972189997378648,10,2
Persian rug,4.6,0.9660917830792959,10,1
persist in,2.4,1.3498971154211057,10,0
persistent vegetative state,3,1.4832396974191326,11,2
person hour,2.909090909090909,1.4459976109624424,11,5
person is known by the company he keeps,2.2,1.5491933384829668,10,0
person of color,3.2,1.1352924243950935,10,0
person of size,2.9444444444444446,1.2589548523523144,18,3
persona non grata,1.8181818181818181,1.2504544628399563,11,5
personae non gratae,2.7,1.4181364924121764,10,7
personal ad,3.6,1.2649110640673518,10,0
personal allowance,3.1818181818181817,1.0787197799411874,11,0
personal appeal,1.9,1.1972189997378648,10,0
personal assistant,4.166666666666667,0.937436866561092,12,0
personal best,2.75,1.5447859516333116,12,0
personal business,2.909090909090909,1.513574937328539,11,0
personal capital,2.6923076923076925,1.6525039276108335,13,3
personal care,3.6,1.7126976771553504,10,0
personal chattel,NA,NA,8,9
personal check,3.1818181818181817,1.3280197150781925,11,0
personal cheque,4.3,0.9486832980505138,10,0
personal column,3.1,1.286683937707919,10,1
personal computer,4.636363636363637,0.8090398349558905,11,0
personal data,3.3,1.636391694484477,10,0
personal day,2.1,0.9944289260117533,10,0
personal digital assistant,3.3,1.4181364924121764,10,0
personal effects,2.9,1.911950719959998,10,0
personal equation,1.6363636363636365,0.674199862463242,11,3
personal estate,3.4,1.2649110640673518,10,0
personal exemption,1.9,1.449137674618944,10,3
personal expense,4.1,0.9944289260117533,10,0
personal flotation device,4.9,0.31622776601683794,10,0
personal foul,2.5,1.4337208778404378,10,1
personal identification number,4.3,0.9486832980505138,10,0
personal identity,3,1.6733200530681511,11,0
personal income,3.272727272727273,1.4893561757289013,11,0
personal information manager,4,1.3333333333333333,10,0
personal injury,4,1.3333333333333333,10,0
personal judgment,3,1.247219128924647,10,0
personal life,2.6,1.3498971154211057,10,0
personal loan,3.6,1.1737877907772674,10,0
personal matters,1.9166666666666667,1.164500152881315,12,0
personal organizer,3.9411764705882355,1.2976222599091636,17,1
personal pension,4.1,1.1005049346146119,10,0
personal pronoun,2.4,1.1737877907772674,10,0
personal property,4.2,0.9189365834726815,10,0
personal record,2.7,1.3374935098492586,10,1
personal relation,3,1.699673171197595,10,0
personal relationship,2.3636363636363638,1.026910636104941,11,0
personal shopper,4,1.1547005383792515,10,0
personal space,2,1.247219128924647,10,0
personal stereo,3.6363636363636362,1.6292775867068985,11,0
personal trainer,4.733333333333333,0.5936168397046637,15,0
personal video recorder,4.545454545454546,0.6875516509523286,11,0
personal watercraft,4.4,0.8432740427115678,10,1
personality assessment,2,1.2649110640673518,11,0
personality clash,1.9,1.1972189997378648,10,2
personality cult,2.1,1.3703203194062976,10,2
personality disorder,2,1.247219128924647,10,0
personality test,3.0833333333333335,1.6213537179739277,12,1
personnel carrier,3.727272727272727,1.348399724926484,11,1
personnel costs,3.3,1.2516655570345725,10,2
personnel department,3.2,1.0327955589886444,10,0
personnel office,4,0.816496580927726,10,0
personnel pouch,3.8,1.1352924243950935,10,2
perstat,NA,NA,5,8
pertain to,1.8,1.0327955589886444,10,0
pertaining to,1.7,0.9486832980505138,10,0
peruvian bark,4.090909090909091,1.2210278829367867,11,7
peruvian lily,4.4,1.2649110640673518,10,1
pervert the course of justice,2.4,1.6465452046971292,10,1
pesky pole,3.1,1.5951314818673865,10,2
pester power,2.8,1.2292725943057183,10,7
pesto sauce,4.8,0.6324555320336759,10,1
pet food,4.714285714285714,0.6112498455021266,14,0
pet hate,2.4545454545454546,1.7529196424044293,11,5
pet name,3.7,1.2516655570345725,10,0
pet peeve,2.272727272727273,1.2720777563426766,11,1
pet scan,4,1.1547005383792515,10,3
pet scanner,3.8,1.398411797560202,10,4
pet shop,4.7,0.48304589153964794,10,0
pet sitter,4,1.0540925533894598,10,0
pet sitting,3,1.4907119849998598,10,0
pet store,4.7,0.6749485577105528,10,0
pet's discount,2.4545454545454546,1.1281521496355325,11,6
pete's sake,1.5,1,12,0
peter out,1.6,0.699205898780101,10,2
Peter Pan,4,1.0540925533894598,10,1
peter principle,NA,NA,8,8
peters projection,3.090909090909091,1.6403990645294488,11,12
petit bourgeois,2.4,1.2649110640673518,10,6
petit dejeuner,3.3636363636363638,1.8040358795061295,11,8
petit four,2.9,1.5238839267549948,10,5
petit fours,3.2666666666666666,1.4375905768565218,15,12
petit larceny,3.3,1.70293863659264,10,3
petit mal,2.272727272727273,1.348399724926484,11,7
petit point,3.6363636363636362,1.433368568981982,11,6
petit pois,NA,NA,7,8
petit theft,3.272727272727273,1.555050423035156,11,6
petite bourgeoisie,2.4,1.577621275493231,10,3
petite marmite,3.1,1.286683937707919,10,7
petitio principii,NA,NA,3,8
petits fours,3.6,1.577621275493231,10,6
petits pois,3.9,1.5238839267549948,10,6
petri dish,5,0,10,0
petrified forest,3.5,1.4337208778404378,10,0
petrochemical plant,4.6,0.9660917830792959,10,2
petrol blue,4,0.9428090415820634,10,4
petrol bomb,4.6,0.5163977794943222,10,1
petrol bunk,3.8333333333333335,1.1934162828797101,12,12
petrol engine,4.2,1.1352924243950935,10,0
petrol gauge,4.2,1.1352924243950935,10,0
