"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"1805","List 7","Prolific","29-Jul-20","R_3iVV4cSW4jH5DP8","I agree to participate in this study",NA,2,3,4,4,5,4,3,5,5,5,3,2,1,5,3,5,1,5,5,4,3,1,2,4,2,3,2,3,4,4,5,5,4,4,4,5,5,5,5,4,NA,"5d29412ab711e9001ab74ece","Male",-99,"37",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00227272727272727,0.122727272727273,0.767108794443933,FALSE,NA
"1806","List 7","Prolific","27-Aug-20","R_1jy1BFjlzqt8QF6","I agree to participate in this study",NA,1,1,1,2,1,1,4,5,5,5,1,1,1,1,1,5,1,5,1,5,1,3,3,1,2,6,3,1,6,6,1,5,5,1,5,5,3,5,5,5,NA,"5d7cf3d8f3a7cf00016e11c4","Female",-99,"24",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.619589977220957,0.637762082627591,FALSE,NA
"1807","List 7","Prolific","27-Aug-20","R_3HUj1mnL9wiL8RM","I agree to participate in this study",NA,1,1,1,3,1,1,2,3,5,5,3,1,1,4,6,2,4,4,6,6,1,1,1,1,1,1,3,1,1,1,4,1,3,2,1,3,5,4,5,5,NA,"5f22cd7c70bd6e00080a8fe3","Female",-99,"23",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.113895216400911,0.755305496745797,FALSE,NA
"1808","List 7","Prolific","27-Aug-20","R_27TFSfXtnff5mhp","I agree to participate in this study",NA,3,3,4,4,4,6,1,5,4,4,5,3,1,5,1,5,5,5,4,6,1,1,1,3,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,NA,"5c0d6dec023fdf0001a2a01f","Female",-99,"36",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0.00227272727272727,0.140909090909091,NA,NA,NA
"1809","List 7","Prolific","27-Aug-20","R_1mK5SGWqmbtsgVl","I agree to participate in this study",NA,2,5,5,3,4,2,6,3,5,4,6,5,4,5,2,4,5,4,2,4,4,4,1,3,6,2,3,4,4,2,3,2,4,2,6,4,4,1,4,4,NA,"5eb5960d121d85453b605411","Male",-99,"21",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0113895216400911,0.227790432801822,0.092151477960457,TRUE,NA
"1810","List 7","Prolific","27-Aug-20","R_2PyUcrIgJD4Crtv","I agree to participate in this study",NA,1,1,3,4,1,4,2,5,5,5,5,1,3,3,1,5,5,5,5,5,2,6,1,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,NA,"5eee86c6cb94ad32f3694bd9","Female",-99,"42",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.437357630979499,0.784368077000855,FALSE,NA
"1811","List 8","Mturk","31-Jan-20","R_3nvc1gAWFGyC3Sm","I agree to participate in this study",NA,5,5,6,6,5,6,5,5,5,5,6,4,6,6,5,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","I don't know the meaning of this expression","I don't know the meaning of this expression","I don't know the meaning of this expression","I don't know the meaning of this expression","I don't know the meaning of this expression","5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","5 - Concrete","I don't know the meaning of this expression","5 - Concrete",FALSE,0.00227272727272727,0.488636363636364,NA,NA,NA
"1812","List 8","Mturk","31-Jan-20","R_XuiTjWTHodumYTf","I agree to participate in this study",NA,4,4,3,4,3,3,3,2,4,4,2,3,4,2,4,2,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","2","3","4","2","4","3","3","4","4","2","4","2","4","2","3","3","4","4",FALSE,0,0,0.14654106806483,TRUE,NA
"1813","List 8","Mturk","31-Jan-20","R_3KvHW0AttmS1USB","I agree to participate in this study",NA,3,4,5,3,3,4,4,4,3,4,4,4,3,5,5,4,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5 - Concrete","4","5 - Concrete","3","2","3","3","3","5 - Concrete","4","3","4","3","4","5 - Concrete","3","4","5 - Concrete","4",FALSE,0.00227272727272727,0,-0.340772437708569,TRUE,NA
"1814","List 8","Mturk","31-Jan-20","R_XUlDZKyVR5R7RT3","I agree to participate in this study",NA,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","2","3","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","2","5 - Concrete","1 - Abstract","5 - Concrete","3","1 - Abstract","3","5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression",FALSE,0,0.202733485193622,0.377178373110307,FALSE,NA
"1815","List 8","Mturk","31-Jan-20","R_1Opo1gvBECBBrN5","I agree to participate in this study",NA,1,1,2,2,4,5,2,5,5,5,1,1,1,2,1,5,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","1 - Abstract","4","1 - Abstract","4","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","1 - Abstract","5 - Concrete",FALSE,0,0,0.712589701422013,FALSE,NA
"1816","List 8","Mturk","31-Jan-20","R_1M3vUOudbQ6TrfI","I agree to participate in this study",NA,4,4,4,4,5,5,4,4,4,4,3,5,4,5,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","4","4","3","3","4","3","5 - Concrete","4","4","4","4","3","4","4","4","3",FALSE,0,0,0.278835662220858,FALSE,NA
"1817","List 8","Mturk","31-Jan-20","R_3iEkgb5pvNk23eZ","I agree to participate in this study",NA,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","3","4","4","4","4","4","3","4","4","4","5 - Concrete","4","5 - Concrete","5 - Concrete","4","5 - Concrete",FALSE,0,0,0.0353831928588735,TRUE,NA
"1818","List 8","Mturk","31-Jan-20","R_11ayjeOynZe8QLI","I agree to participate in this study",NA,3,4,2,4,5,4,5,4,4,3,5,5,4,4,5,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","3","4","4","5 - Concrete","2","3","2","2","I don't know the meaning of this expression","2","4","2","3","I don't know the meaning of this expression","2","3","2",FALSE,0,0.0636363636363636,-0.137309611931512,TRUE,NA
"1819","List 8","Mturk","31-Jan-20","R_2uHEMrlspXiX032","I agree to participate in this study",NA,5,4,4,4,5,5,5,5,4,3,5,3,4,4,5,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","I don't know the meaning of this expression","5 - Concrete","3","2","2","4","4","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","4","5 - Concrete","5 - Concrete",FALSE,0.0136363636363636,0.120454545454545,0.2115780135325,FALSE,NA
"1820","List 8","Mturk","31-Jan-20","R_1243BE4Ve1qMlte","I agree to participate in this study",NA,5,4,5,4,3,4,4,5,5,5,4,4,5,5,5,2,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5 - Concrete","4","5 - Concrete","4","4","4","4","4","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","4","4","4","5 - Concrete","4","4","4",FALSE,0,0,-0.0694912112592895,TRUE,NA
"1821","List 8","Mturk","31-Jan-20","R_22t9u3BIMcs36Rg","I agree to participate in this study",NA,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","1 - Abstract","5 - Concrete",FALSE,0.00227272727272727,0.0590909090909091,0.747335307051658,FALSE,NA
"1822","List 8","Mturk","31-Jan-20","R_3nezdtw9tnJLGKG","I agree to participate in this study",NA,5,4,4,3,4,3,4,4,3,4,3,4,4,4,3,3,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","5 - Concrete","5 - Concrete","4","4","5 - Concrete","3","4","4","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","3","3","5 - Concrete","4",FALSE,0,0,0.353870049521467,FALSE,NA
"1823","List 8","Mturk","31-Jan-20","R_XU1nHWXPojb2kdH","I agree to participate in this study",NA,5,5,5,6,5,5,4,6,4,5,6,5,5,4,5,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","I don't know the meaning of this expression","3","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","3","5 - Concrete","5 - Concrete","2","5 - Concrete","3","5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","4","I don't know the meaning of this expression","2","5 - Concrete","5 - Concrete",FALSE,0,0.309090909090909,-0.270280273280003,TRUE,NA
"1824","List 8","Mturk","31-Jan-20","R_3nr54R0TgKkV8P9","I agree to participate in this study",NA,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","4","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete",FALSE,0,0,-0.191753943850821,TRUE,NA
"1825","List 8","Mturk","31-Jan-20","R_sNXlA8i4niHPwCl","I agree to participate in this study",NA,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,1,5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete",TRUE,0,0.00681818181818182,NA,NA,NA
"1826","List 8","Mturk","31-Jan-20","R_3QPjohNP1J45SNv","-99",NA,5,4,4,4,5,5,6,4,5,4,4,4,3,5,3,5,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","3","4","4","4","3","3","5 - Concrete","3","3","I don't know the meaning of this expression","3","3","5 - Concrete","3","3","4","4",FALSE,0,0.0159090909090909,0.405243973851723,FALSE,NA
"1827","List 8","Mturk","31-Jan-20","R_28G8L7ITHJjkEFT","-99",NA,5,4,-99,4,4,5,4,4,1,3,4,5,5,4,5,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","4","3","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete","4","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0.00227272727272727,0,-0.116470422908962,TRUE,NA
"1828","List 8","Mturk","31-Jan-20","R_2vdMME0ddjqvdZI","I agree to participate in this study",NA,4,5,5,5,3,3,4,4,5,4,5,5,3,4,5,4,3,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","5 - Concrete","3","4","5 - Concrete","5 - Concrete","4","4","3","5 - Concrete","3","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0,0,0.255929560377717,FALSE,NA
"1829","List 8","Mturk","31-Jan-20","R_2ZNRTONjel9ck3g","I agree to participate in this study",NA,4,4,3,5,4,3,5,4,4,5,4,5,4,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","2","5 - Concrete","1 - Abstract","1 - Abstract","3","2","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","4","1 - Abstract","3","4","4","5 - Concrete","3","2","5 - Concrete",FALSE,0,0.0797266514806378,0.0671463252460014,TRUE,NA
"1830","List 8","Mturk","31-Jan-20","R_3eGaBNYSQi4fl6h","I agree to participate in this study",NA,3,3,4,3,2,4,3,3,3,4,2,4,4,4,3,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","2","4","2","4","2","3","2","3","3","3","4","4","2","5 - Concrete","4","3","5 - Concrete",FALSE,0,0.0136363636363636,-0.293722710124118,TRUE,NA
"1831","List 8","Mturk","31-Jan-20","R_2V4GjQqCjCjeq0U","I agree to participate in this study",NA,1,1,2,1,2,3,2,5,5,5,5,1,6,1,3,6,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","3","3","1 - Abstract","2","2","4","5 - Concrete","5 - Concrete","4","2","2","2","2","I don't know the meaning of this expression","4","5 - Concrete","3","4",FALSE,0,0.0977272727272727,0.741366104600918,FALSE,NA
"1832","List 8","Mturk","31-Jan-20","R_Y3w1ZlhRSe6wfap","I agree to participate in this study",NA,1,3,2,2,3,3,2,3,2,3,3,2,1,3,3,1,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","5 - Concrete","2","2","4","3","2","2","4","4","4","3","3","2","1 - Abstract","2","3","3","4",FALSE,0.00454545454545455,0.0136363636363636,-0.0969008644268037,TRUE,NA
"1833","List 8","Mturk","31-Jan-20","R_Yc2bPJIdcCY03At","I agree to participate in this study",NA,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I don't know the meaning of this expression","-99","1 - Abstract","2","1 - Abstract","-99","1 - Abstract","1 - Abstract","2","2","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","-99","2","1 - Abstract","1 - Abstract","I don't know the meaning of this expression","2",TRUE,0.0409090909090909,0.0386363636363636,NA,NA,NA
"1834","List 8","Mturk","31-Jan-20","R_2460UvmBOrggoJb","I agree to participate in this study",NA,1,1,4,5,5,4,5,5,5,5,3,2,3,1,1,5,3,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","3","5 - Concrete","5 - Concrete","2","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","3","2","1 - Abstract","5 - Concrete","2","5 - Concrete","2","5 - Concrete","I don't know the meaning of this expression","5 - Concrete",FALSE,0.0113636363636364,0.0431818181818182,0.746027357872697,FALSE,NA
"1835","List 8","Mturk","31-Jan-20","R_1Ns2i4g28Cn8jzy","I agree to participate in this study",NA,2,5,5,5,5,5,5,5,5,5,2,1,1,5,2,4,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","2","2","5 - Concrete","3","3","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0,0.075,0.530215814795,FALSE,NA
"1836","List 8","Mturk","31-Jan-20","R_1djbFjRWC5iWRLj","I agree to participate in this study",NA,5,4,4,4,4,5,4,3,4,4,4,3,5,4,5,4,-99,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","4","3","5 - Concrete","4","4","2","4","3","4","3","4","4","2","5 - Concrete","4","3","4","3",FALSE,0.00454545454545455,0,-0.0186121108486655,TRUE,NA
"1837","List 8","Mturk","31-Jan-20","R_3PvRccXjKqEzAnD","I agree to participate in this study",NA,1,1,1,5,5,5,1,5,5,5,1,1,1,5,3,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0.00227272727272727,0.125,0.758857964711073,FALSE,NA
"1838","List 8","Mturk","31-Jan-20","R_z6VtdYT5AntPOjD","I agree to participate in this study",NA,2,5,3,5,5,3,4,4,3,4,4,4,4,5,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","2","I don't know the meaning of this expression","I don't know the meaning of this expression","2","3","4","3","2","2","5 - Concrete","2","4","4","2","5 - Concrete","2","5 - Concrete","3","I don't know the meaning of this expression",FALSE,0,0.246013667425968,-0.397066032673919,TRUE,NA
"1839","List 8","Mturk","31-Jan-20","R_1pyEhK3bDGDbUwQ","I agree to participate in this study",NA,6,6,5,5,5,5,6,6,3,6,5,5,5,5,6,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","5 - Concrete","I don't know the meaning of this expression","I don't know the meaning of this expression","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0,0.395454545454545,NA,NA,NA
"1840","List 8","Mturk","31-Jan-20","R_pi3emFiNdowSatz","I agree to participate in this study",NA,1,1,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","3","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0,0.0227272727272727,0.740319233723523,FALSE,NA
"1841","List 8","Mturk","31-Jan-20","R_d5s8MR3I6YYKPy9","I agree to participate in this study",NA,3,4,4,5,5,5,5,5,5,5,1,1,1,5,1,4,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 - Concrete","4","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","4","1 - Abstract","2","5 - Concrete","5 - Concrete","5 - Concrete",FALSE,0,0.0546697038724374,0.434441758936394,FALSE,NA
"1842","List 8","Mturk","31-Jan-20","R_1Izt5fJCymFGKg2","I agree to participate in this study",NA,1,2,1,1,2,1,3,5,5,5,1,1,1,1,1,2,1,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","2","3","4","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","I don't know the meaning of this expression","5 - Concrete",FALSE,0,0.188636363636364,0.944770920006008,FALSE,NA
"1843","List 8","Mturk","31-Jan-20","R_50cHWP7jIgzaejL","I agree to participate in this study",NA,5,5,5,5,5,5,4,4,4,4,4,5,5,4,4,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","5 - Concrete","4","3","5 - Concrete","4","4","4","4","4","5 - Concrete","5 - Concrete","4","5 - Concrete","5 - Concrete","4",FALSE,0,0.0136363636363636,-0.0859971209897058,TRUE,NA
"1844","List 8","Mturk","31-Jan-20","R_2ANhSfUmCPHEomA","I agree to participate in this study",NA,5,3,3,3,5,4,4,4,5,5,4,3,5,3,5,-99,5,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","5 - Concrete","3","2","4","4","4","2","2","3","3","3","3","4","I don't know the meaning of this expression","4","3","3","3",FALSE,0,0,-0.0827907545996086,TRUE,NA
"1845","List 8","Mturk","31-Jan-20","R_2yfqdqkX9DAnF3L","I agree to participate in this study",NA,6,5,5,6,5,6,5,4,5,5,5,5,6,4,6,6,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5 - Concrete","4","4","4","4","3","3","3","4","3","4","3","5 - Concrete","3","3","3","4","4","4",FALSE,0,0.00227790432801822,-0.365334362977205,TRUE,NA
"1846","List 8","Mturk","31-Jan-20","R_1i3vUPUSNTHTmTI","I agree to participate in this study",NA,1,1,2,3,1,4,3,5,5,5,1,1,1,1,1,1,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 - Abstract","1 - Abstract","3","3","3","3","4","5 - Concrete","5 - Concrete","5 - Concrete","1 - Abstract","1 - Abstract","1 - Abstract","2","1 - Abstract","1 - Abstract","1 - Abstract","5 - Concrete","3","5 - Concrete",FALSE,0,0.0727272727272727,0.940180156421029,FALSE,NA
