Expression,Code
mens store,noun-noun
mensal line,noun-noun
menstrual blood,noun-noun
menstrual cycle,noun-noun
menstrual flow,noun-noun
menstrual period,noun-noun
mental ability,noun-noun
mental age,noun-noun
mental arithmetic,noun-noun
mental balance,noun-noun
mental block,noun-noun
mental breakdown,noun-noun
mental case,noun-noun
mental condition,noun-noun
mental cruelty,noun-noun
mental defectiveness,noun-noun
mental deficiency,noun-noun
mental disease,noun-noun
mental disorder,noun-noun
mental disturbance,noun-noun
mental energy,noun-noun
mental faculty,noun-noun
mental handicap,noun-noun
mental health,noun-noun
mental home,noun-noun
mental hospital,noun-noun
mental hygiene,noun-noun
mental illness,noun-noun
mental image,noun-noun
mental imagery,noun-noun
mental institution,noun-noun
mental lexicon,noun-noun
mental measurement,noun-noun
mental note,noun-noun
mental object,noun-noun
mental picture,noun-noun
mental process,noun-noun
mental quickness,noun-noun
mental reservation,noun-noun
mental retardation,noun-noun
mental state,noun-noun
mental strain,noun-noun
mental telepathist,noun-noun
mental test,noun-noun
mental testing,noun-noun
mental unsoundness,noun-noun
mentally handicapped,noun-noun
mentally ill,noun-noun
mentally retarded,noun-noun
mention in passing,noun-noun
menu bar,noun-noun
menu button,noun-noun
menu option,noun-noun
meow meow,noun-noun
mercantile marine,noun-noun
mercator projection,noun-noun
mercerized cotton,noun-noun
merch table,noun-noun
merchant account,noun-noun
merchant bank,noun-noun
merchant banker,noun-noun
merchant banking,noun-noun
merchant marine,noun-noun
merchant navy,noun-noun
merchant seaman,noun-noun
merchant ship,noun-noun
mercurial phosphorus,noun-noun
mercuric chloride,noun-noun
mercury barometer,noun-noun
mercury poisoning,noun-noun
mercy bucket,noun-noun
mercy killing,noun-noun
mercy mission,noun-noun
mercy seat,noun-noun
merger agreement,noun-noun
meridiani planum,noun-noun
meringue kiss,noun-noun
merino sheep,noun-noun
merino wool,noun-noun
merit badge,noun-noun
merit pay,noun-noun
merit system,noun-noun
mermaid syndrome,noun-noun
Merry Christmas,noun-noun
Merry Christmas and a Happy New Year,noun-noun
merry dance,noun-noun
merry go round,noun-noun
Merry Xmas,noun-noun
merry-go-round,noun-noun
Mersenne prime,noun-noun
mesh network,noun-noun
mesh topology,noun-noun
mesh up,noun-noun
mesityl oxide,noun-noun
mesoscale convective system,noun-noun
mesquite tree,noun-noun
mess about,idiom
mess about with,idiom
mess around,idiom
mess around with,idiom
mess hall,idiom
mess jacket,noun-noun
mess kit,noun-noun
mess of pottage,idiom
mess over,idiom
mess up,idiom
mess with,idiom
message board,noun-noun
message code authentication,noun-noun
message pad,noun-noun
messed up,idiom
messenger boy,noun-noun
messenger RNA,noun-noun
Messier catalogue,noun-noun
messing up,idiom
Met Office,noun-noun
meta analysis,noun-noun
meta tag,noun-noun
metabolic disorder,noun-noun
metabolic pathway,noun-noun
metabolic process,noun-noun
metabolic rate,noun-noun
metabolic syndrome,noun-noun
metabolically challenged,noun-noun
metacarpal bone,noun-noun
metal detector,noun-noun
metal drum,noun-noun
metal fatigue,noun-noun
metal file,noun-noun
metal filing,noun-noun
metal foil,noun-noun
metal glove,noun-noun
metal grate,noun-noun
metal money,noun-noun
metal pit,noun-noun
metal plating,noun-noun
metal rod,noun-noun
metal saw,noun-noun
metal screw,noun-noun
metal shard,noun-noun
metal shavings,noun-noun
metal stamp,noun-noun
metallic bond,noun-noun
metallic element,noun-noun
metallized dye,noun-noun
metallurgical plant,noun-noun
metaphosphoric acid,noun-noun
metaphysical poets,noun-noun
metatartaric acid,noun-noun
metatitanic acid,noun-noun
mete out,noun-noun
mete out to,noun-noun
meted out,noun-noun
meteor crater,noun-noun
meteor shower,noun-noun
meteor stream,noun-noun
meteor swarm,noun-noun
meteorological satellite,noun-noun
meter maid,noun-noun
meter reading,noun-noun
meth lab,noun-noun
methane rain,noun-noun
method acting,noun-noun
method actor,noun-noun
method in his madness,idiom
method in my madness,idiom
method in one's madness,idiom
method in your madness,idiom
method of accounting,idiom
method of choice,idiom
method of least squares,noun-noun
method to my madness,idiom
method to the madness,idiom
method to your madness,idiom
methyl acetate,noun-noun
methyl alcohol,noun-noun
methyl chloride,noun-noun
methyl group,noun-noun
methyl t-butyl ether,noun-noun
methylated spirit,noun-noun
methylated spirits,noun-noun
methylene diphosphonate,noun-noun
metric grain,noun-noun
metric scale,noun-noun
metric space,noun-noun
metric system,noun-noun
metric ton,noun-noun
metric tonne,noun-noun
metric unit,noun-noun
metric weight unit,noun-noun
metrical foot,noun-noun
metrical unit,noun-noun
metropolitan area,noun-noun
metropolitan police,noun-noun
mews house,noun-noun
mexican breakfast,noun-noun
mexican capital,noun-noun
mexican hat,noun-noun
mexican jumping bean,noun-noun
mexican peso,noun-noun
mexican poppy,noun-noun
mexican stand-off,noun-noun
mexican standoff,noun-noun
mexican wave,noun-noun
mezzanine floor,noun-noun
mezzo forte,noun-noun
mezzo piano,noun-noun
mezzo soprano,noun-noun
"mi casa, su casa",idiom
miaow miaow,idiom
michaelmas daisy,noun-noun
michelin man,noun-noun
michelin star,noun-noun
mickey mouse,noun-noun
mickey mousing,noun-noun
micro brewery,noun-noun
micro chip,noun-noun
microfiber cloth,noun-noun
microphone boom,noun-noun
microprocessor chip,noun-noun
microscope slide,noun-noun
microscopic field,noun-noun
microwave oven,noun-noun
microwave spectrum,noun-noun
mid on,noun-noun
mid-atlantic ridge,noun-noun
mid-atlantic states,noun-noun
mid-lent sunday,noun-noun
midas touch,noun-noun
middle age,noun-noun
middle aged,noun-noun
middle ager,noun-noun
Middle Ages,noun-noun
Middle America,noun-noun
Middle American,noun-noun
Middle Atlantic,noun-noun
middle body,noun-noun
middle buster,noun-noun
middle C,noun-noun
middle class,noun-noun
middle distance,noun-noun
middle ear,noun-noun
middle finger,noun-noun
middle for diddle,idiom
middle ground,idiom
middle management,noun-noun
middle manager,noun-noun
middle name,noun-noun
middle of nowhere,idiom
middle of the road,idiom
middle of the roader,idiom
middle paleolithic,noun-noun
middle school,noun-noun
middle school student,noun-noun
middle stump,idiom
middle term,idiom
middle way,idiom
middle west,noun-noun
middle-age spread,noun-noun
middle-aged,noun-noun
middle-aged man,noun-noun
middle-aged spread,idiom
middle-ear deafness,noun-noun
middle-of-the-road,idiom
middy blouse,noun-noun
midi system,noun-noun
midlife crisis,idiom
midnight blue,noun-noun
midnight feast,noun-noun
midnight movie,noun-noun
midnight snack,noun-noun
midnight sun,noun-noun
midsummer day,noun-noun
midsummer night,noun-noun
midsummer's day,noun-noun
midterm break,noun-noun
midterm elections,noun-noun
midterm exam,noun-noun
midterm holidays,noun-noun
midterm vacation,noun-noun
mielie meal,noun-noun
might and main,idiom
might as well,idiom
might is right,idiom
might should,idiom
mighty mouse,idiom
mighty oaks from little acorns grow,idiom
migrant shrike,idiom
migrant worker,noun-noun
migration route,noun-noun
mike up,idiom
milch cow,noun-noun
mild and bitter,idiom
mild mannered,idiom
mild steel,idiom
mile marker,idiom
mile-high city,idiom
mileage allowance,noun-noun
miles away,idiom
miles per gallon,noun-noun
miles per hour,noun-noun
miles wide,idiom
military academy,noun-noun
military action,noun-noun
military adviser,noun-noun
military advisor,noun-noun
military aircraft,noun-noun
military band,noun-noun
military blockade,noun-noun
military brat,idiom
military campaign,noun-noun
military capability,noun-noun
military censorship,noun-noun
military ceremony,noun-noun
military chaplain,noun-noun
military commission,noun-noun
military control,noun-noun
military court,noun-noun
military cross,noun-noun
military drill,noun-noun
military exercise,noun-noun
military expedition,noun-noun
military force,noun-noun
military formation,noun-noun
military government,noun-noun
military governor,noun-noun
military greeting,noun-noun
military honors,noun-noun
military hospital,noun-noun
military installation,noun-noun
military intelligence,noun-noun
military intervention,noun-noun
military issue,noun-noun
military junta,noun-noun
military law,noun-noun
military leader,noun-noun
military load classification,noun-noun
military machine,noun-noun
military man,noun-noun
military march,noun-noun
military mission,noun-noun
military music,noun-noun
military officer,noun-noun
military operation,noun-noun
military order,noun-noun
military pace,noun-noun
military personnel,noun-noun
military police,noun-noun
military policeman,noun-noun
military position,noun-noun
military post,noun-noun
military press,noun-noun
military quarters,noun-noun
military rank,noun-noun
military rating,noun-noun
military recruit,noun-noun
military reserve,noun-noun
military road,noun-noun
military school,noun-noun
military science,noun-noun
military service,noun-noun
military strength,noun-noun
military time,noun-noun
military training,noun-noun
military training base,noun-noun
military uniform,noun-noun
military unit,noun-noun
military vehicle,noun-noun
militate against,participle verb
milk acid,noun-noun
milk bar,noun-noun
milk can,noun-noun
milk carton,noun-noun
milk churn,noun-noun
milk cow,noun-noun
milk crate,noun-noun
milk fever,noun-noun
milk float,noun-noun
milk glass,noun-noun
milk intolerance,noun-noun
milk it,noun-noun
milk jug,noun-noun
milk leg,noun-noun
milk mustache,idiom
milk of human kindness,idiom
milk of magnesia,noun-noun
milk out,idiom
milk pan,noun-noun
milk powder,noun-noun
milk pox,noun-noun
milk product,noun-noun
milk pudding,noun-noun
milk punch,noun-noun
milk river,noun-noun
milk round,noun-noun
milk run,noun-noun
milk shake,noun-noun
milk sickness,idiom
milk teeth,idiom
milk tooth,idiom
milk vetch,noun-noun
milk wagon,noun-noun
milk whey,noun-noun
milk white,noun-noun
milk yogurt,noun-noun
milking machine,noun-noun
milking parlor,noun-noun
milking stool,noun-noun
milkwort family,idiom
milky way,noun-noun
mill about,idiom
mill agent,noun-noun
mill around,idiom
mill drill,noun-noun
mill wheel,noun-noun
mill worker,noun-noun
millage tax,noun-noun
milled peat,noun-noun
millennium dome,noun-noun
milling cutter,noun-noun
milling machine,noun-noun
million miles away,idiom
millionaire shortbread,idiom
mills and boon,idiom
millstone around your neck,idiom
mime artist,noun-noun
mimeograph machine,noun-noun
mince pie,noun-noun
mince pies,noun-noun
mince words,idiom
minced oaths,idiom
minced words,idiom
mincing machine,noun-noun
mind bending,idiom
mind blowing,idiom
mind boggles,idiom
mind boggling,idiom
mind bottling,idiom
mind control,idiom
mind game,idiom
mind games,idiom
mind go blank,idiom
mind in neutral,idiom
mind like a sieve,idiom
mind like a sponge,idiom
mind like a steel trap,idiom
mind map,idiom
mind numbing,idiom
mind of his own,idiom
mind of your own,idiom
mind one's own business,idiom
mind one's p's and q's,idiom
mind out,idiom
mind out for,idiom
mind over matter,idiom
mind reader,idiom
mind reading,idiom
mind rhyme,idiom
mind set,idiom
mind the step,idiom
mind the store,idiom
mind you,idiom
mind your language,idiom
mind your manners,idiom
mind your own beeswax,idiom
mind your own business,idiom
mind your p's and q's,idiom
mind your ps and qs,idiom
mind your step,idiom
mind-altering drug,idiom
mind-blowing,idiom
mind-boggling,idiom
mind-numbing,idiom
mind's ear,idiom
mind's eye,idiom
mine detector,noun-noun
mine dump,noun-noun
mine field,noun-noun
mine pig,idiom
mine run,idiom
mine shaft,noun-noun
mine sweeper,idiom
miner's canary,idiom
mineral dressing,noun-noun
mineral extraction,noun-noun
mineral jelly,noun-noun
mineral oil,noun-noun
mineral pitch,noun-noun
mineral processing,noun-noun
mineral resources,noun-noun
mineral water,noun-noun
mineral wool,noun-noun
minestrone soup,noun-noun
mingle with,idiom
mini fridge,noun-noun
mini skirt,noun-noun
mini system,noun-noun
mini van,noun-noun
miniature golf,noun-noun
miniature pinscher,noun-noun
miniature schnauzer,noun-noun
minimal art,noun-noun
minimal brain damage,noun-noun
minimal medium,noun-noun
minimal pair,noun-noun
minimal surface,noun-noun
minimum security prison,noun-noun
minimum wage,noun-noun
mining company,noun-noun
